Id,MSSubClass,MSZoning,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,_1stFlrSF,_2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,_3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SalePriceLog,GrLivAreaLog,Hood,ExteriorQual,KitchQual,BasemtQual,GarageFin,FenceQ,PoolQ,GarageC,GarageQ,FireplaceQ,HmFunctional,HeatingQ,BsmtFinType1q,BsmtFinType2q,BsmtExposur,BsmtCondQ,ExterCondQ,BsmtFinSF1,BsmtFinSF2,BsmtFullBath,BsmtHalfBath,BsmtUnfSF,GarageArea,GarageCars,GarageYrBlt,MasVnrArea,TotalBsmtSF,LotFrontage
724,50,RL,8172,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,6,1954,1972,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,997,473,0,1470,2,0,4,1,TA,7,Typ,0,NA,Detchd,Unf,TA,TA,Y,0,0,0,0,156,0,NA,NA,NA,0,5,2008,WD,Normal,135000,11.813030057,7.2930176798,2,3,3,4,2,1,1,4,4,1,8,5,2,2,2,4,4,0,0,0,0,941,548,1,1958,0,941,60
725,20,RL,13286,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,9,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1698,0,0,1698,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,Fin,TA,TA,Y,327,64,0,0,0,0,NA,NA,NA,0,2,2009,WD,Normal,320000,12.676076275,7.4372063669,2,5,5,6,4,1,1,4,4,5,8,5,7,2,2,4,4,1234,0,1,0,464,768,3,2007,340,1698,86
726,20,RL,6960,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1970,1970,Gable,CompShg,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,GasA,TA,Y,SBrkr,864,0,0,864,1,0,3,1,Gd,5,Typ,0,NA,Detchd,Unf,TA,TA,Y,96,0,0,0,0,0,NA,NA,Shed,500,11,2009,WD,Normal,120500,11.699405032,6.7615727688,2,3,4,4,2,1,1,4,4,1,8,3,6,5,2,4,4,375,239,0,0,250,660,2,1989,0,864,60
727,20,RL,21695,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,9,1988,2007,Hip,CompShg,Wd Sdng,Plywood,BrkFace,Gd,Gd,CBlock,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1680,0,0,1680,2,0,3,1,Gd,5,Typ,1,Gd,Attchd,Fin,TA,TA,Y,292,44,0,182,0,0,NA,NA,NA,0,12,2009,WD,Normal,222000,12.310432661,7.4265490724,3,4,4,5,4,1,1,4,4,5,8,5,7,2,2,4,5,808,0,1,0,72,540,2,1988,260,880,147
728,20,RL,7314,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,1232,0,0,1232,2,0,2,1,Gd,6,Typ,0,NA,Attchd,RFn,TA,TA,Y,132,0,0,0,0,0,NA,NA,NA,0,2,2009,WD,Normal,194500,12.178187442,7.1163941441,3,4,4,5,3,1,1,4,4,1,8,5,7,2,4,4,4,724,0,1,0,508,632,2,2007,82,1232,64
729,90,RL,11475,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,1776,0,0,1776,2,0,4,2,TA,9,Typ,0,NA,Detchd,Unf,TA,TA,Y,0,25,0,0,0,0,NA,NA,NA,0,7,2009,COD,Abnorml,110000,11.608235645,7.4821189236,2,3,3,4,2,1,1,4,4,1,8,3,2,2,2,4,4,0,0,1,0,1584,888,3,1968,95,1584,85
730,30,RM,6240,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,FuseA,848,0,360,1208,1,0,2,1,TA,5,Typ,0,NA,Detchd,Unf,TA,TA,Y,0,23,112,0,0,0,NA,NA,NA,0,1,2009,WD,Normal,103000,11.542484267,7.0967213785,1,3,3,4,2,1,1,4,4,1,8,3,5,2,2,4,4,152,0,0,0,628,539,2,1962,0,780,52
731,120,RL,5389,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1616,0,0,1616,2,0,2,1,Gd,5,Typ,1,TA,Attchd,RFn,TA,TA,Y,237,152,0,0,0,0,NA,NA,NA,0,3,2010,WD,Normal,236500,12.373703487,7.3877092391,4,4,4,5,3,1,1,4,4,4,8,5,7,2,2,4,4,1180,0,1,0,415,608,2,1995,0,1595,39
732,80,RL,9590,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,SLvl,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,1146,0,0,1146,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,Fin,TA,TA,Y,160,22,0,0,0,0,NA,NA,NA,0,5,2007,WD,Normal,187500,12.141534124,7.0440328973,3,4,4,6,4,1,1,4,4,5,8,5,7,2,4,4,4,786,0,1,0,82,438,2,2003,442,868,73
733,60,RL,11404,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,1153,878,0,2031,2,1,3,1,Gd,8,Typ,1,TA,Attchd,Fin,TA,TA,Y,192,84,0,0,0,0,NA,NA,NA,0,7,2008,WD,Normal,222500,12.312682381,7.6162835616,3,4,4,5,4,1,1,4,4,4,8,5,6,2,4,4,4,252,0,0,0,901,541,2,1998,202,1153,75
734,20,RL,10000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1961,1983,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,1144,0,0,1144,1,0,3,1,TA,6,Typ,1,TA,Attchd,RFn,TA,TA,Y,165,0,0,0,0,0,NA,GdWo,Shed,400,3,2009,WD,Normal,131400,11.786001385,7.0422861719,2,3,3,4,3,3,1,4,4,4,8,5,5,2,2,4,4,594,0,1,0,270,264,1,1961,0,864,80
735,20,RL,8978,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,Plywood,Plywood,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,948,0,0,948,1,0,3,1,TA,6,Typ,0,NA,Attchd,Unf,TA,TA,Y,147,0,0,0,0,0,NA,NA,NA,0,5,2007,WD,Family,108000,11.589886506,6.8543545023,2,3,3,4,2,1,1,4,4,1,8,3,2,2,2,4,4,0,0,0,0,948,300,1,1968,0,948,95
736,75,RM,10800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,7,1914,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,Gd,TA,Mn,Rec,Unf,GasW,Fa,N,SBrkr,880,888,0,1768,1,1,2,1,TA,6,Typ,2,TA,Detchd,Unf,TA,TA,N,0,341,0,0,0,0,NA,NA,NA,0,10,2006,WD,Normal,163000,12.00150548,7.4776042432,2,3,3,5,2,1,1,4,4,4,8,0,4,2,3,4,4,390,0,0,0,490,320,2,1914,0,880,60
737,90,RL,8544,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,Stucco,Stone,None,TA,TA,CBlock,NA,NA,NA,NA,NA,GasA,Gd,N,FuseF,1040,0,0,1040,2,0,2,2,TA,6,Typ,0,NA,Detchd,Unf,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,7,2006,WD,Normal,93500,11.445716715,6.9469759921,2,3,3,1,2,1,1,4,4,1,8,4,1,1,1,1,4,0,0,0,0,0,400,2,1949,0,0,60
738,60,RL,10463,Pave,NA,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,901,900,0,1801,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,TA,TA,Y,0,116,0,0,0,0,NA,NA,NA,0,6,2006,WD,Normal,239900,12.387977449,7.4960973452,3,4,4,5,4,1,1,4,4,5,8,5,2,2,2,4,4,0,0,0,0,893,800,3,2005,0,893,72
739,90,RL,10800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,Gd,Gd,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,1200,0,0,1200,3,0,3,1,TA,5,Typ,0,NA,NA,NA,NA,NA,Y,120,0,0,0,0,0,NA,NA,NA,0,3,2009,WD,Alloca,179000,12.095141085,7.0900768358,2,3,3,5,1,1,1,1,1,1,8,3,7,2,5,5,4,1200,0,3,0,0,0,0,1987,0,1200,60
740,60,RL,9313,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,864,864,0,1728,2,1,3,1,Gd,7,Typ,0,NA,Attchd,RFn,TA,TA,Y,187,56,0,0,0,0,NA,NA,NA,0,4,2009,WD,Normal,190000,12.154779351,7.4547199494,3,4,4,5,3,1,1,4,4,1,8,5,2,2,2,4,4,0,0,0,0,864,572,2,2004,0,864,65
741,70,RM,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,2002,Gable,CompShg,Wd Sdng,Wd Shng,None,TA,Gd,BrkTil,Fa,0,No,Unf,Unf,GasA,Ex,Y,SBrkr,768,664,0,1432,2,0,2,1,TA,7,Typ,0,NA,Detchd,Unf,TA,Gd,Y,270,0,112,0,0,0,NA,GdPrv,NA,0,5,2007,WD,Abnorml,132000,11.790557202,7.2668273475,2,3,3,0,2,5,1,5,4,1,8,5,2,2,2,0,5,0,0,0,0,264,360,2,1910,0,264,60
742,20,RL,6768,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,6,8,1961,1996,Hip,CompShg,HdBoard,HdBoard,None,TA,Gd,CBlock,TA,TA,Mn,GLQ,Unf,GasA,Gd,Y,SBrkr,912,0,0,912,1,0,3,1,Gd,5,Typ,0,NA,Detchd,Unf,TA,TA,Y,168,0,0,0,0,0,NA,GdPrv,NA,0,5,2008,WD,Normal,142000,11.863582337,6.8156399901,2,3,4,4,2,5,1,4,4,1,8,4,7,2,3,4,5,832,0,1,1,80,288,1,1962,0,912,65
743,20,RL,8450,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,1349,0,0,1349,2,0,3,1,TA,6,Typ,0,NA,Attchd,Unf,TA,TA,Y,120,55,0,0,0,0,NA,GdPrv,NA,0,12,2007,WD,Normal,179000,12.095141085,7.2071188562,3,3,3,5,2,5,1,4,4,1,8,5,2,2,2,4,4,0,0,0,0,1349,539,2,2000,108,1349,65
744,80,RL,12886,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1963,1999,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,1464,0,0,1464,2,0,3,1,TA,6,Min2,1,TA,Attchd,RFn,TA,TA,Y,302,0,0,0,100,0,NA,NA,NA,0,10,2009,WD,Normal,175000,12.072541253,7.2889276945,2,3,3,5,3,1,1,4,4,4,6,5,6,2,4,4,4,444,0,0,1,76,480,2,1997,0,520,70
745,120,RL,5395,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,1337,0,0,1337,2,0,2,1,Gd,5,Typ,1,TA,Attchd,RFn,TA,TA,Y,96,0,70,168,0,0,NA,NA,NA,0,10,2008,WD,Normal,180000,12.10071213,7.1981835771,4,4,4,5,3,1,1,4,4,4,8,4,7,2,2,4,4,733,0,1,0,604,462,2,1993,0,1337,41
746,60,RL,8963,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,9,1976,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,Ex,Gd,CBlock,TA,Gd,No,GLQ,ALQ,GasA,Ex,Y,SBrkr,1175,1540,0,2715,3,1,4,1,Gd,11,Typ,2,TA,BuiltIn,Fin,TA,TA,Y,0,204,0,0,0,0,NA,NA,NA,0,7,2008,WD,Normal,299800,12.610870865,7.9065472324,3,5,4,4,4,1,1,4,4,4,8,5,7,6,2,5,5,575,80,0,1,487,831,2,1994,289,1142,95
747,60,RL,8795,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,980,1276,0,2256,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,Fin,TA,TA,Y,224,54,0,0,0,0,NA,NA,NA,0,4,2009,WD,Normal,236000,12.371587084,7.7213486126,3,4,4,5,4,1,1,4,4,4,8,5,7,2,2,4,4,300,0,0,0,652,554,2,2000,0,952,94
748,70,RM,11700,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1880,2003,Mansard,CompShg,Stucco,Stucco,None,Gd,TA,Stone,TA,0,No,Unf,Unf,GasW,TA,N,SBrkr,1320,1320,0,2640,1,1,4,1,Gd,8,Typ,1,Gd,Detchd,Unf,TA,TA,N,181,0,386,0,0,0,NA,NA,NA,0,5,2009,WD,Normal,265979,12.491172637,7.8785341961,2,4,4,4,2,1,1,4,4,5,8,3,2,2,2,0,4,0,0,0,0,1240,864,4,1950,0,1240,65
749,20,RL,10593,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1720,0,0,1720,2,0,3,1,Gd,7,Typ,1,TA,Attchd,Fin,TA,TA,Y,240,56,154,0,0,0,NA,NA,NA,0,3,2010,WD,Normal,260400,12.469974189,7.4500795698,4,4,4,5,4,1,1,4,4,4,8,5,7,2,2,4,4,919,0,1,0,801,527,2,1996,338,1720,59
750,50,RL,8405,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,1945,1950,Gable,CompShg,WdShing,Wd Shng,None,TA,TA,Slab,NA,NA,NA,NA,NA,Wall,TA,N,FuseF,1088,441,0,1529,2,0,4,1,TA,9,Mod,0,NA,Detchd,Unf,TA,TA,N,92,0,185,0,0,0,NA,NA,NA,0,4,2009,WD,Normal,98000,11.492722758,7.3323692059,2,3,3,1,2,1,1,4,4,1,5,3,1,1,1,1,4,0,0,0,0,0,240,1,1945,0,0,50
751,50,RM,8800,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,1910,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,0,No,Unf,Unf,GasA,Gd,Y,SBrkr,792,348,0,1140,1,0,3,1,TA,7,Min2,0,NA,NA,NA,NA,NA,N,0,160,0,0,0,0,NA,NA,NA,0,6,2010,WD,Normal,96500,11.477298287,7.0387835414,2,3,3,4,1,1,1,1,1,1,6,4,2,2,2,0,4,0,0,0,0,576,0,0,1910,0,576,55
752,60,RL,7750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,660,660,0,1320,2,1,3,1,Gd,6,Typ,0,NA,Attchd,Fin,TA,TA,Y,0,48,0,0,0,0,NA,NA,NA,0,8,2007,WD,Normal,162000,11.995351614,7.1853870156,3,4,4,5,4,1,1,4,4,1,8,5,2,2,2,4,4,0,0,0,0,660,400,2,2003,0,660,88
753,20,RL,9236,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,1494,0,0,1494,2,0,3,1,Gd,6,Typ,0,NA,Attchd,RFn,TA,TA,Y,168,27,0,0,0,0,NA,NA,NA,0,7,2006,WD,Normal,217000,12.287652633,7.3092123657,3,3,4,5,3,1,1,4,4,1,8,5,7,2,5,4,5,1200,0,1,0,279,576,2,1997,0,1479,79
754,60,RL,10240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,GasA,Gd,Y,SBrkr,1038,1060,0,2098,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,RFn,TA,TA,Y,192,52,0,0,0,0,NA,NA,NA,0,3,2006,WD,Normal,275500,12.526342908,7.648739789,4,4,5,5,3,1,1,4,4,5,8,4,2,2,3,4,4,0,0,0,0,1030,878,3,2005,178,1030,80
755,20,RL,7930,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,2005,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,GLQ,LwQ,GasA,Gd,Y,SBrkr,1026,0,0,1026,1,0,3,1,Gd,5,Typ,0,NA,Detchd,RFn,TA,TA,Y,171,48,0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,156000,11.957611286,6.9334230257,2,3,4,4,3,1,1,4,4,1,8,4,7,3,2,4,4,439,472,1,0,115,440,2,1969,0,1026,61
756,160,FV,3230,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,742,729,0,1471,2,1,3,1,TA,6,Typ,0,NA,Detchd,Unf,TA,TA,Y,0,24,0,0,0,0,NA,NA,NA,0,3,2009,WD,Normal,172500,12.058152515,7.2936977206,3,3,3,5,2,1,1,4,4,1,8,4,7,2,2,4,4,381,0,0,0,348,440,2,1999,894,729,34
757,60,RL,10769,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,866,902,0,1768,2,1,3,1,Gd,7,Typ,0,NA,Attchd,RFn,TA,TA,Y,144,105,0,0,0,0,NA,NA,NA,0,4,2009,WD,Normal,212000,12.264341554,7.4776042432,3,4,4,5,3,1,1,4,4,1,8,5,7,2,4,4,4,20,0,0,0,846,578,2,2007,0,866,68
758,60,RL,11616,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkCmn,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,GasA,TA,Y,SBrkr,672,714,0,1386,2,1,3,1,TA,6,Typ,1,TA,Attchd,Fin,TA,TA,Y,335,0,0,0,0,0,NA,GdPrv,NA,0,4,2010,WD,Abnorml,158900,11.976030353,7.2341771797,2,3,3,4,4,5,1,4,4,4,8,3,4,2,3,4,4,438,0,0,0,234,440,2,1978,328,672,108
759,160,FV,2280,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,757,744,0,1501,2,1,3,1,TA,6,Typ,0,NA,Detchd,Unf,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,8,2008,WD,Normal,179400,12.097373229,7.3138868316,3,3,3,5,2,1,1,4,4,1,8,4,6,2,2,4,4,549,0,0,0,195,440,2,1999,360,744,24
760,60,RL,12257,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,LwQ,ALQ,GasA,Ex,Y,SBrkr,1328,1203,0,2531,2,1,4,1,Gd,9,Typ,1,TA,Attchd,RFn,TA,TA,Y,222,98,0,0,0,0,NA,NA,NA,0,11,2007,WD,Normal,290000,12.577636202,7.8363697605,4,4,4,5,3,1,1,4,4,4,8,5,3,6,4,4,4,56,64,0,0,1198,752,3,1995,513,1318,65
761,20,RL,9100,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,864,0,0,864,1,0,2,1,TA,5,Typ,0,NA,Detchd,Unf,Ex,Ex,Y,0,0,0,0,0,0,NA,NA,Shed,450,10,2009,WD,Normal,127500,11.755871644,6.7615727688,2,3,3,4,2,1,1,6,6,1,8,5,4,2,2,4,4,612,0,0,0,252,300,1,2008,0,864,70
762,30,RM,6911,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,Mn,LwQ,Unf,GasA,TA,Y,SBrkr,1301,0,0,1301,1,0,2,1,Fa,5,Min1,0,NA,Detchd,Unf,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,10,2009,WD,Normal,100000,11.512925465,7.1708884785,2,3,0,4,2,1,1,4,4,1,7,3,3,2,3,4,4,405,0,0,0,740,440,2,1965,0,1145,60
763,60,FV,8640,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,764,783,0,1547,2,1,3,1,Gd,7,Typ,0,NA,Attchd,Unf,TA,TA,Y,169,45,0,0,0,0,NA,NA,NA,0,6,2010,Con,Normal,215200,12.279323107,7.3440728506,3,3,4,5,2,1,1,4,4,1,8,5,7,2,3,4,4,24,0,0,0,732,614,2,2009,0,756,72
764,60,RL,9430,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,1268,1097,0,2365,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,RFn,TA,TA,Y,0,128,0,0,180,0,NA,NA,NA,0,7,2009,WD,Normal,337000,12.727838209,7.7685333009,4,4,4,5,3,1,1,4,4,5,8,5,7,2,3,4,4,1163,0,1,0,89,856,3,1999,673,1252,82
765,120,RL,9549,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,CompShg,BrkFace,BrkFace,None,Gd,Gd,PConc,Gd,Gd,Av,LwQ,GLQ,GasA,Ex,Y,SBrkr,1494,0,0,1494,1,1,2,1,Ex,6,Typ,1,Gd,Attchd,Fin,TA,TA,Y,0,30,0,0,216,0,NA,NA,NA,0,4,2006,WD,Normal,270000,12.506177238,7.3092123657,3,4,5,5,4,1,1,4,4,5,8,5,3,7,4,5,5,437,1057,1,0,0,481,2,1995,0,1494,30
766,20,RL,14587,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,1506,0,0,1506,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,Fin,TA,TA,Y,0,174,0,0,0,0,NA,NA,NA,0,8,2008,New,Partial,264132,12.484204257,7.3172124084,3,4,5,5,4,1,1,4,4,5,8,5,2,2,2,4,4,0,0,0,0,1498,592,2,2008,284,1498,75
